Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Jimmy Gobble",,1,2,,4.647537350625405,45,0,,,,40.66669845581055,,40,23,21,6,19,,,40,8.852452096429342,4.204914745803938,2.1052631578947367,1.3278678144644014,,,,,1.4508185380259202,,0.7114624505928854,,,,-0.029392132189526743,,,,,,,,,146.13356857299806,3.5934455985353826,148.33349227905273,3.647542040823295,,,,,,,,,,,,,,,,,,,"Jimmy Gobble","1791",425471
"Jason Schmidt",,2,3,,4.609756097560975,9,9,,,,41,,41,23,21,4,19,,,26,5.7073170731707314,4.170731707317073,1.368421052631579,0.8780487804878049,,,,,1.4634146341463414,,0.6801470588235294,,,,-0.029633028141688555,,,,,,,,,142.60000000000002,3.4780487804878053,148,3.6097560975609757,,,,,,,,,,,,,,,,,,,"Jason Schmidt","1131",121834
"Carlos Muniz",,2,3,,4.790326264847682,33,0,,,,41.33330154418945,,42,24,22,5,20,,,29,6.314520985481035,4.354842058952438,1.45,1.0887105147381095,,,,,1.5000011536391733,,0.6909090909090909,,,,-0.029873924093850368,,,,,,,,,133.16643142700195,3.2217709801050773,139.66650772094727,3.379031011389926,,,,,,,,,,,,,,,,,,,"Carlos Muniz","5878",444370
"Chris Ray",,2,2,,4.790326264847682,40,0,,,,41.33330154418945,,44,25,22,5,19,,,38,8.274199912009633,4.137099956004817,2,1.0887105147381095,,,,,1.5241947206333535,,0.6785714285714286,,,,-0.029873924093850368,,,,,,,,,148.96643142700194,3.604029338613124,160.66650772094727,3.8870959182677103,,,,,,,,,,,,,,,,,,,"Chris Ray","6315",444884
"Craig Kimbrel",,2,2,,4.354842058952438,37,0,,,,41.33330154418945,,36,22,20,4,30,,,48,10.451620941485853,6.532263088428658,1.6,0.8709684117904877,,,,,1.596775421615894,,0.728476821192053,,,,-0.029873924093850368,,,,,,,,,169.06643142700193,4.090320035196147,160.66650772094727,3.8870959182677103,,,,,,,,,,,,,,,,,,,"Craig Kimbrel","6655",518886
"Neal Cotts",,2,3,,4.5725841619000605,48,0,,,,41.33330154418945,,42,23,21,5,21,,,35,7.620973603166767,4.5725841619000605,1.6666666666666667,1.0887105147381095,,,,,1.5241947206333535,,0.7142857142857143,,,,-0.029873924093850368,,,,,,,,,142.16643142700195,3.439513083052699,148.66650772094727,3.5967731143375476,,,,,,,,,,,,,,,,,,,"Neal Cotts","1797",425840
"Chad Bradford",,3,2,,3.8879970336936696,51,0,,,,41.66669845581055,,48,19,18,3,11,,,17,3.6719971984884654,2.375998187257242,1.5454545454545454,0.6479995056156116,,,,,1.4159989196785585,,0.7299270072992701,,,,-0.030114888973470366,,,,,,,,,147.63356857299806,3.543202942502638,170.33349227905273,4.08800069580025,,,,,,,,,,,,,,,,,,,"Chad Bradford","904",136268
"Damaso Marte",,3,2,,4.967996209719689,53,0,,,,41.66669845581055,,41,25,23,5,17,,,40,8.639993408208154,3.6719971984884654,2.3529411764705883,1.0799991760260192,,,,,1.3919989379890916,,0.6470588235294118,,,,-0.030114888973470366,,,,,,,,,169.23356857299802,4.061602546995126,172.33349227905273,4.136000659179184,,,,,,,,,,,,,,,,,,,"Damaso Marte","247",150122
"Trever Miller",,2,1,,3.6719971984884654,67,0,,,,41.66669845581055,,36,18,17,4,16,,,41,8.855993243413359,3.4559973632832617,2.5625,0.8639993408208154,,,,,1.2479990478522889,,0.7327586206896552,,,,-0.030114888973470366,,,,,,,,,199.53356857299804,4.78880199218598,190.33349227905273,4.568000329589593,,,,,,,,,,,,,,,,,,,"Trever Miller","1672",119125
"David Davidson",,2,2,,4.928571428571429,29,0,,,,42,,43,25,23,4,27,,,34,7.285714285714286,5.785714285714286,1.2592592592592593,0.8571428571428571,,,,,1.6666666666666667,,0.6987577639751552,,,,-0.03035578492563218,,,,,,,,,136.8,3.2571428571428576,145,3.4523809523809526,,,,,,,,,,,,,,,,,,,"David Davidson","4929",452656
"Wilfrido Perez",,1,3,,6.214285714285714,32,0,,,,42,,45,31,29,6,35,,,32,6.857142857142857,7.5,0.9142857142857143,1.2857142857142858,,,,,1.9047619047619047,,0.6843575418994414,,,,-0.03035578492563218,,,,,,,,,79,1.880952380952381,91,2.1666666666666665,,,,,,,,,,,,,,,,,,,"Wilfrido Perez","sa294751",471177
"Joaquín Benoit",,4,2,,4.285714285714286,38,0,,,,42,,38,22,20,5,22,,,38,8.142857142857142,4.714285714285714,1.7272727272727273,1.0714285714285714,,,,,1.4285714285714286,,0.7169811320754716,,,,-0.03035578492563218,,,,,,,,,160.5,3.8214285714285716,155,3.6904761904761907,,,,,,,,,,,,,,,,,,,"Joaquin Benoit","1437",276542
"Mitch Stetter",,4,2,,3.642857142857143,60,0,,,,42,,35,18,17,4,22,,,42,9,4.714285714285714,1.9090909090909092,0.8571428571428571,,,,,1.3571428571428572,,0.7587548638132295,,,,-0.03035578492563218,,,,,,,,,188.60000000000002,4.490476190476191,176,4.190476190476191,,,,,,,,,,,,,,,,,,,"Mitch Stetter","5579",449777
"Carlos Guevara",,1,1,,4.464570281689773,36,0,,,,42.33330154418945,,42,23,21,4,22,,,34,7.228351884640585,4.677168866532143,1.5454545454545454,0.8503943393694805,,,,,1.5118121588790765,,0.702054794520548,,,,-0.03059668087779399,,,,,,,,,156.866431427002,3.705509036739258,161.66650772094727,3.8188967508757217,,,,,,,,,,,,,,,,,,,"Carlos Guevara","5692",454581
"Joe Bisenius",,2,4,,5.952760375586363,32,0,,,,42.33330154418945,,46,30,28,7,32,,,34,7.228351884640585,6.803154714955844,1.0625,1.4881900938965908,,,,,1.8425210686338744,,0.7038123167155425,,,,-0.03059668087779399,,,,,,,,,79.56643142700194,1.879523413593122,92.66650772094727,2.188974267084217,,,,,,,,,,,,,,,,,,,"Joe Bisenius","7370",445202
"Arturo Lopez",,1,2,,5.4843709138252486,28,2,,,,42.66669845581055,,48,28,26,5,25,,,26,5.4843709138252486,5.273433570985816,1.04,1.0546867141971632,,,,,1.7109362252531757,,0.6818181818181818,,,,-0.03083764575741399,,,,,,,,,106.43356857299807,2.494534904856306,125.33349227905273,2.9375015366811033,,,,,,,,,,,,,,,,,,,"Arturo Lopez","3319",445995
"Julian Tavarez",,3,5,,4.813953488372093,45,0,,,,43,,46,25,23,4,24,,,36,7.534883720930233,5.023255813953488,1.5,0.8372093023255814,,,,,1.627906976744186,,0.6987577639751552,,,,-0.031078541709575802,,,,,,,,,149.39999999999998,3.4744186046511625,163,3.7906976744186047,,,,,,,,,,,,,,,,,,,"Julian Tavarez","541",123118
"Tyler Yates",,2,3,,4.569234121200944,46,0,,,,43.33330154418945,,43,24,22,4,22,,,39,8.100005942128947,4.569234121200944,1.7727272727272727,0.8307698402183534,,,,,1.5000011003942493,,0.6902356902356902,,,,-0.031319437661737615,,,,,,,,,171.66643142700195,3.9615359390962595,176.66650772094727,4.076922399757385,,,,,,,,,,,,,,,,,,,"Tyler Yates","1527",407884
"Rudy Darrow",,3,4,,5.358774724789448,37,0,,,,43.66669845581055,,48,28,26,3,32,,,30,6.183201605526286,6.595415045894706,0.9375,0.6183201605526287,,,,,1.8320597349707517,,0.6860158311345647,,,,-0.03156040254135761,,,,,,,,,125.43356857299804,2.87252237995353,143.33349227905273,3.2824439984649203,,,,,,,,,,,,,,,,,,,"Rudy Darrow","sa326949",502447
"Doug Slaten",,2,2,,4.53434784405261,54,0,,,,43.66669845581055,,47,24,22,5,17,,,30,6.183201605526286,3.5038142431315626,1.7647058823529411,1.0305336009210477,,,,,1.4656477879766012,,0.7017543859649122,,,,-0.03156040254135761,,,,,,,,,148.43356857299807,3.3992395537576217,162.33349227905273,3.717558185520474,,,,,,,,,,,,,,,,,,,"Doug Slaten","3107",460657
"Merkin Valdez",,1,2,,5.564881444973658,42,1,,,,43.66669845581055,,48,29,27,5,30,,,36,7.419841926631544,6.183201605526286,1.2,1.0305336009210477,,,,,1.786258241596483,,0.6901408450704225,,,,-0.03156040254135761,,,,,,,,,118.83356857299805,2.721377451818443,135.33349227905273,3.0992380249678453,,,,,,,,,,,,,,,,,,,"Merkin Valdez","7019",429723
"Greg Aquino",,2,3,,5.113636363636363,41,0,,,,44,,44,27,25,6,26,,,35,7.159090909090909,5.318181818181818,1.3461538461538463,1.2272727272727273,,,,,1.5909090909090908,,0.698051948051948,,,,-0.031801298493519425,,,,,,,,,129.4,2.940909090909091,134,3.0454545454545454,,,,,,,,,,,,,,,,,,,"Greg Aquino","1899",425628
"Randy Williams",,1,2,,5.5227272727272725,48,0,,,,44,,48,29,27,8,23,,,35,7.159090909090909,4.704545454545454,1.5217391304347827,1.6363636363636365,,,,,1.6136363636363635,,0.7023411371237459,,,,-0.031801298493519425,,,,,,,,,103.4,2.35,117,2.659090909090909,,,,,,,,,,,,,,,,,,,"Randy Williams","2362",430942
"Chris Britton",,2,3,,4.704545454545454,30,0,,,,44,,47,25,23,6,15,,,27,5.5227272727272725,3.0681818181818183,1.8,1.2272727272727273,,,,,1.4090909090909092,,0.6902985074626865,,,,-0.031801298493519425,,,,,,,,,138.60000000000002,3.1500000000000004,151,3.4318181818181817,,,,,,,,,,,,,,,,,,,"Chris Britton","3600",461904
"J.B. Cox",,3,3,,5.318181818181818,31,0,,,,44,,48,28,26,6,24,,,22,4.5,4.909090909090909,0.9166666666666666,1.2272727272727273,,,,,1.6363636363636365,,0.6918238993710691,,,,-0.031801298493519425,,,,,,,,,99,2.25,114,2.590909090909091,,,,,,,,,,,,,,,,,,,"J.B. Cox","sa294696",460079
"Scot Shields",,4,3,,4.090909090909091,44,0,,,,44,,40,22,20,5,22,,,41,8.386363636363637,4.5,1.8636363636363635,1.0227272727272727,,,,,1.4090909090909092,,0.7272727272727273,,,,-0.031801298493519425,,,,,,,,,176.10000000000002,4.002272727272728,171,3.8863636363636362,,,,,,,,,,,,,,,,,,,"Scot Shields","35",276912
"Kris Harvey",,3,6,,5.6842146021725375,26,2,,,,44.33330154418945,,49,30,28,5,33,,,28,5.6842146021725375,6.699252923989063,0.8484848484848485,1.0150383218165246,,,,,1.8496253864212227,,0.6933333333333334,,,,-0.03204219444568124,,,,,,,,,96.16643142700198,2.1691691815721774,113.66650772094727,2.563908027640341,,,,,,,,,,,,,,,,,,,"Kris Harvey","sa293563",459960
"J.J. Putz",,4,3,,3.8571456229027934,43,0,,,,44.33330154418945,,39,20,19,5,21,,,41,8.323314238895502,4.263160951629403,1.9523809523809523,1.0150383218165246,,,,,1.3533844290886994,,0.7547169811320755,,,,-0.03204219444568124,,,,,,,,,184.16643142700198,4.15413301090227,175.66650772094727,3.9624052710319972,,,,,,,,,,,,,,,,,,,"J.J. Putz","1795",407816
"Alan Embree",,2,2,,4.669176280356013,52,0,,,,44.33330154418945,,45,25,23,5,17,,,34,6.902260588352367,3.4511302941761834,2,1.0150383218165246,,,,,1.398497243391656,,0.6727272727272727,,,,-0.03204219444568124,,,,,,,,,166.566431427002,3.7571402450362514,173.66650772094727,3.9172924567290406,,,,,,,,,,,,,,,,,,,"Alan Embree","1030",113833
"Lester Oliveros",,2,3,,5.6842146021725375,31,0,,,,44.33330154418945,,49,30,28,7,25,,,31,6.293237595262452,5.075191609082623,1.24,1.4210536505431344,,,,,1.669174129209396,,0.6853582554517134,,,,-0.03204219444568124,,,,,,,,,101.56643142700196,2.2909737801901597,117.66650772094727,2.6541336562462545,,,,,,,,,,,,,,,,,,,"Lester Oliveros","9167",500902
"Arthur Rhodes",,2,2,,3.42537069650145,60,0,,,,44.66669845581055,,38,18,17,4,20,,,43,8.66417293820955,4.029847878237,2.15,0.8059695756473999,,,,,1.2985065385430332,,0.7633587786259542,,,,-0.032283159325301236,,,,,,,,,208.53356857299804,4.668658660306034,197.33349227905273,4.417910862032433,,,,,,,,,,,,,,,,,,,"Arthur Rhodes","1097",121125
"Hung-Chih Kuo",,2,1,,2.8208935147658996,42,0,,,,44.66669845581055,,35,15,14,4,15,,,51,10.276112089504348,3.02238590867775,3.4,0.8059695756473999,,,,,1.1194021883991665,,0.7882882882882883,,,,-0.032283159325301236,,,,,,,,,247.33356857299805,5.537314758503787,228.33349227905273,5.111940218839917,,,,,,,,,,,,,,,,,,,"Hung-Chih Kuo","7016",425539
"Josh Roenicke",,2,2,,4.634325059972549,43,0,,,,44.66669845581055,,45,25,23,5,24,,,41,8.261188150385848,4.8358174538844,1.7083333333333333,1.00746196955925,,,,,1.5447750199908499,,0.7096774193548387,,,,-0.032283159325301236,,,,,,,,,162.03356857299804,3.6276146250948083,168.33349227905273,3.768657592760917,,,,,,,,,,,,,,,,,,,"Josh Roenicke","3241",502158
"Andrew Brown",,2,2,,4.432832666060699,39,0,,,,44.66669845581055,,41,24,22,5,24,,,40,8.059695756474,4.8358174538844,1.6666666666666667,1.00746196955925,,,,,1.4552228449189166,,0.7068965517241379,,,,-0.032283159325301236,,,,,,,,,170.433568572998,3.8156741927458677,166.33349227905273,3.7238815052249503,,,,,,,,,,,,,,,,,,,"Andrew Brown","2115",408046
"Daniel Stange",,3,3,,4.8,37,0,,,,45,,49,26,24,5,20,,,31,6.2,4,1.55,1,,,,,1.5333333333333334,,0.6935483870967742,,,,-0.03252405527746305,,,,,,,,,146.1,3.2466666666666666,162,3.6,,,,,,,,,,,,,,,,,,,"Daniel Stange","9404",458094
"Kiko Calero",,3,2,,4,50,0,,,,45,,39,22,20,4,24,,,45,9,4.8,1.875,0.8,,,,,1.4,,0.7142857142857143,,,,-0.03252405527746305,,,,,,,,,200.4,4.453333333333333,191,4.2444444444444445,,,,,,,,,,,,,,,,,,,"Kiko Calero","1676",425606
"Mark Worrell",,3,2,,4,38,0,,,,45,,42,22,20,4,21,,,39,7.8,4.2,1.8571428571428572,0.8,,,,,1.4,,0.7142857142857143,,,,-0.03252405527746305,,,,,,,,,189.60000000000002,4.213333333333334,188,4.177777777777778,,,,,,,,,,,,,,,,,,,"Mark Worrell","8045",450312
"Gary Glover",,3,4,,4.8,35,0,,,,45,,48,26,24,6,15,,,33,6.6,3,2.2,1.2,,,,,1.4,,0.6776556776556777,,,,-0.03252405527746305,,,,,,,,,155.39999999999998,3.4533333333333327,168,3.7333333333333334,,,,,,,,,,,,,,,,,,,"Gary Glover","234",150474
"Shawn Kelley",,3,3,,4.2,39,0,,,,45,,43,23,21,6,15,,,36,7.2,3,2.4,1.2,,,,,1.288888888888889,,0.7056451612903225,,,,-0.03252405527746305,,,,,,,,,174.39999999999998,3.875555555555555,174,3.8666666666666667,,,,,,,,,,,,,,,,,,,"Shawn Kelley","7773",518875
"Justin Hedrick",,2,3,,5.8,32,0,,,,45,,50,31,29,7,30,,,29,5.8,6,0.9666666666666667,1.4,,,,,1.7777777777777777,,0.698005698005698,,,,-0.03252405527746305,,,,,,,,,84.89999999999998,1.8866666666666663,102,2.2666666666666666,,,,,,,,,,,,,,,,,,,"Justin Hedrick","sa254916",453957
"Doug Waechter",,2,3,,4.963238774495107,33,1,,,,45.33330154418945,,53,27,25,6,14,,,23,4.566179672535498,2.77941371371726,1.6428571428571428,1.1911773058788258,,,,,1.477942212849654,,0.68259385665529,,,,-0.03276495122962486,,,,,,,,,127.86643142700194,2.820585024065848,152.66650772094727,3.3676459141660535,,,,,,,,,,,,,,,,,,,"Doug Waechter","1814",425531
"Zach Schreiber",,2,3,,4.927003869520403,37,0,,,,45.66669845581055,,42,27,25,7,28,,,36,7.094885572109381,5.518244333862852,1.2857142857142858,1.379561083465713,,,,,1.5328456482952366,,0.7142857142857143,,,,-0.03300591610924486,,,,,,,,,130.63356857299806,2.860587101548535,125.33349227905273,2.7445271175084374,,,,,,,,,,,,,,,,,,,"Zach Schreiber","sa253861",459459
"Scott Proctor",,2,2,,4.729923714739587,44,0,,,,45.66669845581055,,46,26,24,6,24,,,38,7.4890458816710135,4.729923714739587,1.5833333333333333,1.1824809286848967,,,,,1.5328456482952366,,0.7142857142857143,,,,-0.03300591610924486,,,,,,,,,148.53356857299804,3.252557631612602,154.33349227905273,3.3795631718021784,,,,,,,,,,,,,,,,,,,"Scott Proctor","1911",429984
"Daniel Schlereth",,3,2,,4.5328435599587715,45,0,,,,45.66669845581055,,41,25,23,4,33,,,47,9.262767274698358,6.503645107766933,1.4242424242424243,0.7883206191232646,,,,,1.6204368281978216,,0.7163742690058479,,,,-0.03300591610924486,,,,,,,,,177.13356857299806,3.878834567916085,171.33349227905273,3.7518256863881643,,,,,,,,,,,,,,,,,,,"Daniel Schlereth","8739",519259
"Juan Abreu",,3,4,,5.518244333862852,35,0,,,,45.66669845581055,,45,30,28,6,36,,,43,8.474446655575093,7.094885572109381,1.1944444444444444,1.1824809286848967,,,,,1.7737213930273452,,0.7024793388429753,,,,-0.03300591610924486,,,,,,,,,125.13356857299806,2.7401492291824807,128.33349227905273,2.810220502435376,,,,,,,,,,,,,,,,,,,"Juan Abreu","6306",444874
"Randy Flores",,1,1,,4.5,62,0,,,,46,,51,25,23,4,17,,,34,6.6521739130434785,3.3260869565217392,2,0.782608695652174,,,,,1.4782608695652173,,0.6891025641025641,,,,-0.03324681206140667,,,,,,,,,175.60000000000005,3.817391304347827,195,4.239130434782608,,,,,,,,,,,,,,,,,,,"Randy Flores","1446",420864
"Armando Zerpa",,2,2,,4.304347826086956,27,0,,,,46,,44,24,22,4,26,,,39,7.630434782608695,5.086956521739131,1.5,0.782608695652174,,,,,1.5217391304347827,,0.7142857142857142,,,,-0.03324681206140667,,,,,,,,,176.80000000000004,3.843478260869566,178,3.869565217391304,,,,,,,,,,,,,,,,,,,"Armando Zerpa","sa393268",463741
"Pedro Strop",,4,4,,5.673913043478261,40,0,,,,46,,48,31,29,6,33,,,31,6.065217391304348,6.456521739130435,0.9393939393939394,1.173913043478261,,,,,1.7608695652173914,,0.6887052341597797,,,,-0.03324681206140667,,,,,,,,,104.80000000000001,2.2782608695652176,115,2.5,,,,,,,,,,,,,,,,,,,"Pedro Strop","4070",467008
"Carmen Cali",,2,2,,4.5,35,1,,,,46,,48,25,23,4,19,,,32,6.260869565217392,3.717391304347826,1.6842105263157894,0.782608695652174,,,,,1.4565217391304348,,0.6840390879478827,,,,-0.03324681206140667,,,,,,,,,173.40000000000003,3.769565217391305,185,4.021739130434782,,,,,,,,,,,,,,,,,,,"Carmen Cali","2964",434118
"Kyle Middleton",,2,3,,5.244607914854582,19,5,,,,46.33330154418945,,53,29,27,6,16,,,25,4.856118439680168,3.1079158013953077,1.5625,1.1654684255232404,,,,,1.4892096548352516,,0.6600660066006601,,,,-0.033487708013568485,,,,,,,,,133.26643142700192,2.876255889080163,155.66650772094727,3.3597111048191435,,,,,,,,,,,,,,,,,,,"Kyle Middleton","sa199485",452706
"Mickey Storey",,2,1,,4.049997241158321,43,0,,,,46.66669845581055,,46,23,21,5,16,,,43,8.292851493800372,3.0857121837396733,2.6875,0.9642850574186479,,,,,1.3285705235545815,,0.7090909090909091,,,,-0.03372867289318848,,,,,,,,,202.23356857299802,4.333573517408699,206.33349227905273,4.421428965548811,,,,,,,,,,,,,,,,,,,"Mickey Storey","4721",493547
"Leo Rosales",,2,2,,4.43571126412578,38,0,,,,46.66669845581055,,47,25,23,6,19,,,36,6.942852413414265,3.664283218190862,1.894736842105263,1.1571420689023775,,,,,1.4142847508806835,,0.7118055555555556,,,,-0.03372867289318848,,,,,,,,,164.33356857299805,3.5214312134938828,170.33349227905273,3.650000919613893,,,,,,,,,,,,,,,,,,,"Leo Rosales","5618",449820
"Brian Slocum",,2,4,,5.399996321544428,20,5,,,,46.66669845581055,,49,30,28,7,26,,,37,7.135709424897994,5.014282298576969,1.4230769230769231,1.349999080386107,,,,,1.607141762364413,,0.6901840490797546,,,,-0.03372867289318848,,,,,,,,,127.83356857299802,2.7392888891432015,138.33349227905273,2.964287101005077,,,,,,,,,,,,,,,,,,,"Brian Slocum","4705",451497
"Royce Ring",,3,4,,4.43571126412578,58,0,,,,46.66669845581055,,47,25,23,5,23,,,39,7.521423447865454,4.43571126412578,1.6956521739130435,0.9642850574186479,,,,,1.4999989782067855,,0.7142857142857143,,,,-0.03372867289318848,,,,,,,,,170.63356857299806,3.656431121532494,177.33349227905273,3.8000008174345714,,,,,,,,,,,,,,,,,,,"Royce Ring","4350",429721
"Doug Brocail",,3,3,,4.242854252642051,48,0,,,,46.66669845581055,,47,24,22,5,19,,,35,6.749995401930535,3.664283218190862,1.8421052631578947,0.9642850574186479,,,,,1.4142847508806835,,0.711864406779661,,,,-0.03372867289318848,,,,,,,,,174.63356857299806,3.742145348858596,181.33349227905273,3.8857150447606736,,,,,,,,,,,,,,,,,,,"Doug Brocail","551",111492
"Jeff Gray",,2,2,,4.212765957446808,44,0,,,,47,,49,24,22,5,15,,,31,5.9361702127659575,2.872340425531915,2.066666666666667,0.9574468085106383,,,,,1.3617021276595744,,0.7017543859649122,,,,-0.033969568845350295,,,,,,,,,175.9,3.7425531914893617,187,3.978723404255319,,,,,,,,,,,,,,,,,,,"Jeff Gray","7718",462522
"Randy Choate",,2,2,,4.595744680851064,56,1,,,,47,,48,26,24,5,20,,,30,5.74468085106383,3.8297872340425534,1.5,0.9574468085106383,,,,,1.446808510638298,,0.6885245901639344,,,,-0.033969568845350295,,,,,,,,,161.5,3.4361702127659575,170,3.617021276595745,,,,,,,,,,,,,,,,,,,"Randy Choate","813",329092
"Danny Farquhar",,2,3,,5.170212765957447,41,0,,,,47,,47,29,27,5,33,,,39,7.468085106382978,6.319148936170213,1.1818181818181819,0.9574468085106383,,,,,1.702127659574468,,0.6986301369863014,,,,-0.033969568845350295,,,,,,,,,143.10000000000002,3.04468085106383,149,3.1702127659574466,,,,,,,,,,,,,,,,,,,"Danny Farquhar","8501",543144
"Tony Sipp",,2,1,,4.18310140092702,47,0,,,,47.33330154418945,,42,24,22,6,24,,,50,9.5070486384705,4.563383346465841,2.0833333333333335,1.1408458366164602,,,,,1.3943671336423402,,0.7291666666666666,,,,-0.03421046479751211,,,,,,,,,195.26643142700198,4.125349913415717,186.66650772094727,3.9436612623921667,,,,,,,,,,,,,,,,,,,"Tony Sipp","8280",448609
"Hunter Jones",,3,2,,4.531465509410999,31,0,,,,47.66669845581055,,50,26,24,5,19,,,35,6.608387201224373,3.587410194950374,1.8421052631578947,0.9440553144606247,,,,,1.4475514821729578,,0.6935483870967742,,,,-0.034451429677132106,,,,,,,,,174.23356857299808,3.6552472526395228,186.33349227905273,3.909091636623278,,,,,,,,,,,,,,,,,,,"Hunter Jones","4656",491220
"Tyler Walker",,4,3,,4.153843383626748,49,0,,,,47.66669845581055,,43,24,22,6,16,,,36,6.797198264116498,3.020977006273999,2.25,1.1328663773527496,,,,,1.237761412292819,,0.691699604743083,,,,-0.034451429677132106,,,,,,,,,191.13356857299806,4.009792470736957,184.33349227905273,3.86713362264725,,,,,,,,,,,,,,,,,,,"Tyler Walker","901",400104
"Evan Englebrook",,2,4,,5.475520823871623,33,1,,,,47.66669845581055,,56,31,29,5,26,,,28,5.286709760979498,4.909087635195249,1.0769230769230769,0.9440553144606247,,,,,1.7202785730171384,,0.68,,,,-0.034451429677132106,,,,,,,,,123.63356857299809,2.5937094990460206,151.33349227905273,3.1748263920427924,,,,,,,,,,,,,,,,,,,"Evan Englebrook","sa253737",451590
"John Ennis",,2,3,,5.25,27,2,,,,48,,54,30,28,7,20,,,39,7.3125,3.75,1.95,1.3125,,,,,1.5416666666666667,,0.6853582554517134,,,,-0.03469232562929392,,,,,,,,,146.70000000000002,3.0562500000000004,167,3.4791666666666665,,,,,,,,,,,,,,,,,,,"John Ennis","85",407795
"Brian Bruney",,2,3,,4.5,52,2,,,,48,,47,26,24,4,28,,,40,7.5,5.25,1.4285714285714286,0.75,,,,,1.5625,,0.7060518731988472,,,,-0.03469232562929392,,,,,,,,,179.80000000000007,3.745833333333335,184,3.8333333333333335,,,,,,,,,,,,,,,,,,,"Brian Bruney","1929",430663
